BEN,Billed Entity Name,City,State,Applicant Type,Consulting Firm Name (CRN),C2 Budget Cycle,Child Entity Count,C2 Budget Algorithm,Full Time Students,Library Square Footage,School Student Multiplier,Library Multiplier,C2 Budget,C2 Budget Version,Funded C2 Budget Amount,Pending C2 Budget Amount,Available C2 Budget Amount
62373,PILGRIM LUTHERAN SCHOOL,GREEN BAY,WI,School,,FY2026-2030,0,Independent School,219,,$201.57 ,,"$44,143.83 ",Forecast,$0.00 ,$0.00 ,"$44,143.83 "
61230,ST. JOSAPHAT PARISH SCHOOL,MILWAUKEE,WI,School,Communications Audit Services (17021966),FY2026-2030,0,Independent School,215,,$201.57 ,,"$43,337.55 ",Preliminary,$0.00 ,"$9,000.00 ","$34,337.55 "
60838,KENOSHA LUTHERAN ACADEMY,KENOSHA,WI,School,Communications Audit Services (17021966),FY2026-2030,0,Independent School,214,,$201.57 ,,"$43,135.98 ",Preliminary,$0.00 ,"$20,500.00 ","$22,635.98 "
60800,ST ALPHONSUS ELEMENTARY SCHOOL,GREENDALE,WI,School,Communications Audit Services (17021966),FY2026-2030,0,Independent School,212,,$201.57 ,,"$42,732.84 ",Preliminary,$0.00 ,"$12,000.00 ","$30,732.84 "
17029804,ST. JOHN VIANNEY CATHOLIC SCHOOL,JANESVILLE,WI,School,Erate Management Solutions Inc. (17026509),FY2026-2030,0,Independent School,211,,$201.57 ,,"$42,531.27 ",Forecast,$0.00 ,$0.00 ,"$42,531.27 "
16077224,TRAVIS ACADEMY,MILWAUKEE,WI,School,Terence Pringle (16063809),FY2026-2030,0,Independent School,211,,$201.57 ,,"$42,531.27 ",Forecast,$0.00 ,$0.00 ,"$42,531.27 "
61256,YESHIVA ELEMENTARY SCHOOL,MILWAUKEE,WI,School,Communications Audit Services (17021966),FY2026-2030,0,Independent School,207,,$201.57 ,,"$41,724.99 ",Forecast,$0.00 ,$0.00 ,"$41,724.99 "
61370,MILWAUKEE SEVENTH-DAY ADVENTIST SCHOOL,MILWAUKEE,WI,School,"ERateProgram, LLC (16048902)",FY2026-2030,0,Independent School,207,,$201.57 ,,"$41,724.99 ",Forecast,$0.00 ,$0.00 ,"$41,724.99 "
60597,ST ANTHONY ON THE LAKE CATHOLIC SCHOOL,PEWAUKEE,WI,School,CESA 9 (16062593),FY2026-2030,0,Independent School,204,,$201.57 ,,"$41,120.28 ",Forecast,$0.00 ,$0.00 ,"$41,120.28 "
17029132,ST. JOSEPH SCHOOL,BARABOO,WI,School,,FY2026-2030,0,Independent School,204,,$201.57 ,,"$41,120.28 ",Forecast,$0.00 ,$0.00 ,"$41,120.28 "
17009448,KING'S ACADEMY,MILWAUKEE,WI,School,Communications Audit Services (17021966),FY2026-2030,0,Independent School,203,,$201.57 ,,"$40,918.71 ",Forecast,$0.00 ,$0.00 ,"$40,918.71 "
61185,WAUWATOSA CATHOLIC SCHOOL,WAUWATOSA,WI,School,,FY2026-2030,0,Independent School,203,,$201.57 ,,"$40,918.71 ",Forecast,$0.00 ,$0.00 ,"$40,918.71 "
17026836,BETHLEHEM LUTHERAN SCHOOL,SHEBOYGAN,WI,School,,FY2026-2030,0,Independent School,200,,$201.57 ,,"$40,314.00 ",Forecast,$0.00 ,$0.00 ,"$40,314.00 "
208735,"CLARA MOHAMMED SCHOOL, INC.",MILWAUKEE,WI,School,,FY2026-2030,0,Independent School,200,,$201.57 ,,"$40,314.00 ",Forecast,$0.00 ,$0.00 ,"$40,314.00 "
17029292,DIVINE MERCY SCHOOL,SOUTH MILWAUKEE,WI,School,,FY2026-2030,0,Independent School,200,,$201.57 ,,"$40,314.00 ",Forecast,$0.00 ,$0.00 ,"$40,314.00 "
63347,NEENAH LUTHERAN SCHOOL,NEENAH,WI,School,,FY2026-2030,0,Independent School,199,,$201.57 ,,"$40,112.43 ",Forecast,$0.00 ,$0.00 ,"$40,112.43 "
16074957,ST.PAUL LUTHERAN SCHOOL,BONDUEL,WI,School,,FY2026-2030,0,Independent School,197,,$201.57 ,,"$39,709.29 ",Forecast,$0.00 ,$0.00 ,"$39,709.29 "
17031581,PEACE LUTHERAN SCHOOL,ANTIGO,WI,School,,FY2026-2030,0,Independent School,197,,$201.57 ,,"$39,709.29 ",Forecast,$0.00 ,$0.00 ,"$39,709.29 "
60603,ST JOHN LUTHERAN SCHOOL,PLYMOUTH,WI,School,Communications Audit Services (17021966); New Hope Technology (16054699),FY2026-2030,0,Independent School,196,,$201.57 ,,"$39,507.72 ",Preliminary,$0.00 ,"$12,000.00 ","$27,507.72 "
16080154,SALEM LUTHERAN SCHOOL,MILWAUKEE,WI,School,Communications Audit Services (17021966); E-Rate Funding Solutions LLC (16070846),FY2026-2030,0,Independent School,195,,$201.57 ,,"$39,306.15 ",Preliminary,$0.00 ,"$9,000.00 ","$30,306.15 "
61916,WAYLAND ACADEMY,BEAVER DAM,WI,School,"Inter-Quest, Corp. (17027489)",FY2026-2030,0,Independent School,195,,$201.57 ,,"$39,306.15 ",Forecast,$0.00 ,$0.00 ,"$39,306.15 "
60932,ST MATTHEW ELEMENTARY SCHOOL,OAK CREEK,WI,School,QuinteSystems_Inc. (16062882),FY2026-2030,0,Independent School,194,,$201.57 ,,"$39,104.58 ",Forecast,$0.00 ,$0.00 ,"$39,104.58 "
132821,NORTH CAPE SCHOOL DISTRICT,FRANKSVILLE,WI,School District,"ERateProgram, LLC (16048902)",FY2026-2030,1,Per Site Basis School District,193,,$201.57 ,,"$38,903.01 ",Forecast,$0.00 ,$0.00 ,"$38,903.01 "
62377,ST MARK EVANG LUTHERAN SCHOOL,GREEN BAY,WI,School,,FY2026-2030,0,Independent School,193,,$201.57 ,,"$38,903.01 ",Forecast,$0.00 ,$0.00 ,"$38,903.01 "
132997,SHARON COMM SCHOOL JT DIST 11,SHARON,WI,School District,CESA 9 (16062593),FY2026-2030,1,Per Site Basis School District,192,,$201.57 ,,"$38,701.44 ",Forecast,$0.00 ,$0.00 ,"$38,701.44 "
61084,ST LUCAS LUTHERAN SCHOOL,MILWAUKEE,WI,School,Communications Audit Services (17021966),FY2026-2030,0,Independent School,192,,$201.57 ,,"$38,701.44 ",Preliminary,$0.00 ,"$6,000.00 ","$32,701.44 "
61455,RACINE CHRISTIAN SCHOOL,RACINE,WI,School,Communications Audit Services (17021966),FY2026-2030,0,Independent School,192,,$201.57 ,,"$38,701.44 ",Forecast,$0.00 ,$0.00 ,"$38,701.44 "
132869,WASHINGTON-CALDWELL SCHOOL DISTRICT,WATERFORD,WI,School,"e2e Exchange, LLC (16043595)",FY2026-2030,0,Independent School,191,,$201.57 ,,"$38,499.87 ",Forecast,$0.00 ,$0.00 ,"$38,499.87 "
132742,FRIESS LAKE SCHOOL DISTRICT,HUBERTUS,WI,School District,,FY2026-2030,1,Per Site Basis School District,191,,$201.57 ,,"$38,499.87 ",Forecast,$0.00 ,$0.00 ,"$38,499.87 "
60608,ST. JOHN XXIII CATHOLIC SCHOOL,PORT WASHINGTON,WI,School,Communications Audit Services (17021966),FY2026-2030,0,Independent School,190,,$201.57 ,,"$38,298.30 ",Preliminary,$0.00 ,"$12,000.00 ","$26,298.30 "
61395,ST MATTHIAS ELEMENTARY SCHOOL,MILWAUKEE,WI,School,,FY2026-2030,0,Independent School,190,,$201.57 ,,"$38,298.30 ",Forecast,$0.00 ,$0.00 ,"$38,298.30 "
61278,HOLY FAMILY SCHOOL,MILWAUKEE,WI,School,Communications Audit Services (17021966),FY2026-2030,0,Independent School,189,,$201.57 ,,"$38,096.73 ",Preliminary,$0.00 ,"$12,000.00 ","$26,096.73 "
61027,ST JOAN ANTIDA HIGH SCHOOL,MILWAUKEE,WI,School,CTI eRate Services (16043573); GPS Americas LLC (17028970),FY2026-2030,0,Independent School,189,,$201.57 ,,"$38,096.73 ",Forecast,$0.00 ,$0.00 ,"$38,096.73 "
60635,SHEBOYGAN LUTHERAN HIGH SCHOOL,SHEBOYGAN,WI,School,Solix Inc. (17020245),FY2026-2030,0,Independent School,188,,$201.57 ,,"$37,895.16 ",Forecast,$0.00 ,$0.00 ,"$37,895.16 "
132830,BRIGHTON SCHOOL DISTRICT 1,KANSASVILLE,WI,School District,E-Rate Complete (16043592),FY2026-2030,1,Per Site Basis School District,187,,$201.57 ,,"$37,693.59 ",Forecast,$0.00 ,$0.00 ,"$37,693.59 "
16049057,ST. KATHARINE DREXEL,BEAVER DAM,WI,School,Communications Audit Services (17021966),FY2026-2030,0,Independent School,185,,$201.57 ,,"$37,290.45 ",Preliminary,$0.00 ,"$7,800.00 ","$29,490.45 "
17018962,CITY SCHOOL INC.,MILWAUKEE,WI,School,Communications Audit Services (17021966); New Hope Technology (16054699),FY2026-2030,0,Independent School,183,,$201.57 ,,"$36,887.31 ",Forecast,$0.00 ,$0.00 ,"$36,887.31 "
16049060,ST. VINCENT PALLOTTI,MILWAUKEE,WI,School,,FY2026-2030,0,Independent School,182,,$201.57 ,,"$36,685.74 ",Forecast,$0.00 ,$0.00 ,"$36,685.74 "
61236,BLESSED SACRAMENT SCHOOL,MILWAUKEE,WI,School,"Communications Audit Services (17021966); ERateProgram, LLC (16048902)",FY2026-2030,0,Independent School,181,,$201.57 ,,"$36,484.17 ",Forecast,$0.00 ,$0.00 ,"$36,484.17 "
17019614,ST JOHN NEPOMUCENE SCHOOL,LITTLE CHUTE,WI,School,,FY2026-2030,0,Independent School,180,,$201.57 ,,"$36,282.60 ",Forecast,$0.00 ,$0.00 ,"$36,282.60 "
61580,ST WILLIAM SCHOOL,JANESVILLE,WI,School,Diocesan Advocates (17000013),FY2026-2030,0,Independent School,177,,$201.57 ,,"$35,677.89 ",Forecast,$0.00 ,$0.00 ,"$35,677.89 "
132836,LINN JOINT 6 SCHOOL DISTRICT,LAKE GENEVA,WI,School District,,FY2026-2030,1,School District Wide (User Selected Aggregate),176,,$201.57 ,,"$35,476.32 ",Forecast,$0.00 ,$0.00 ,"$35,476.32 "
60715,ST JOHN'S LUTHERAN SCHOOL,WEST BEND,WI,School,GETFUNDED (16057463),FY2026-2030,0,Independent School,175,,$201.57 ,,"$35,274.75 ",Forecast,$0.00 ,$0.00 ,"$35,274.75 "
61304,ST GREGORY THE GREAT SCHOOL,MILWAUKEE,WI,School,Communications Audit Services (17021966); Joseph Kreta (16074910),FY2026-2030,0,Independent School,174,,$201.57 ,,"$35,073.18 ",Preliminary,$0.00 ,"$37,159.25 ","($2,086.07)"
61265,ST EUGENE ELEMENTARY SCHOOL,FOX POINT,WI,School,,FY2026-2030,0,Independent School,171,,$201.57 ,,"$34,468.47 ",Preliminary,$0.00 ,"$3,360.00 ","$31,108.47 "
61144,MOTHER OF GOOD COUNSEL SCHOOL,MILWAUKEE,WI,School,"ERateProgram, LLC (16048902)",FY2026-2030,0,Independent School,170,,$201.57 ,,"$34,266.90 ",Forecast,$0.00 ,$0.00 ,"$34,266.90 "
63132,ST JOSEPH SCHOOL,RICE LAKE,WI,School,Diocesan Advocates (17000013),FY2026-2030,0,Independent School,170,,$201.57 ,,"$34,266.90 ",Forecast,$0.00 ,$0.00 ,"$34,266.90 "
233751,NEW TESTAMENT ACADEMY,MILWAUKEE,WI,School,,FY2026-2030,0,Independent School,169,,$201.57 ,,"$34,065.33 ",Forecast,$0.00 ,$0.00 ,"$34,065.33 "
61271,HILLEL ACADEMY,MILWAUKEE,WI,School,B&R Erate Consulting Services  (17028255); Erate Management Solutions Inc. (17026509),FY2026-2030,0,Independent School,168,,$201.57 ,,"$33,863.76 ",Forecast,$0.00 ,$0.00 ,"$33,863.76 "
17048791,AUTUMN HILL ACADEMY,PEWAUKEE,WI,School,,FY2026-2030,0,Independent School,168,,$201.57 ,,"$33,863.76 ",Forecast,$0.00 ,$0.00 ,"$33,863.76 "
61234,ST JOHN KANTY SCHOOL,MILWAUKEE,WI,School,"ERateProgram, LLC (16048902)",FY2026-2030,0,Independent School,166,,$201.57 ,,"$33,460.62 ",Forecast,$0.00 ,$0.00 ,"$33,460.62 "
60630,SAINT ELIZABETH ANN SETON CATHOLIC GRADE SCHOOL,SHEBOYGAN,WI,School,,FY2026-2030,0,Independent School,166,,$201.57 ,,"$33,460.62 ",Forecast,$0.00 ,$0.00 ,"$33,460.62 "
62674,NATIVITY CATHOLIC SCHOOL,RHINELANDER,WI,School,,FY2026-2030,0,Independent School,166,,$201.57 ,,"$33,460.62 ",Forecast,$0.00 ,$0.00 ,"$33,460.62 "
17029296,SACRED HEART SCHOOL,REEDSBURG,WI,School,,FY2026-2030,0,Independent School,165,,$201.57 ,,"$33,259.05 ",Forecast,$0.00 ,$0.00 ,"$33,259.05 "
60484,MORNING STAR LUTHERAN SCHOOL,JACKSON,WI,School,,FY2026-2030,0,Independent School,163,,$201.57 ,,"$32,855.91 ",Forecast,$0.00 ,$0.00 ,"$32,855.91 "
17013981,"PATHWAYS HIGH, INC.",MILWAUKEE,WI,School,QuinteSystems_Inc. (16062882),FY2026-2030,0,Independent School,162,,$201.57 ,,"$32,654.34 ",Forecast,$0.00 ,$0.00 ,"$32,654.34 "
61399,ST JOHN THE EVANGELIST SCHOOL,MILWAUKEE,WI,School,"ERateProgram, LLC (16048902)",FY2026-2030,0,Independent School,162,,$201.57 ,,"$32,654.34 ",Forecast,$0.00 ,$0.00 ,"$32,654.34 "
17023425,GOOD SHEPHERD LUTHERAN SCHOOL,WATERTOWN,WI,School,Communications Audit Services (17021966); Joseph Kreta (16074910),FY2026-2030,0,Independent School,161,,$201.57 ,,"$32,452.77 ",Forecast,$0.00 ,$0.00 ,"$32,452.77 "
60912,ST. LEONARD SCHOOL,MUSKEGO,WI,School,Communications Audit Services (17021966); New Hope Technology (16054699),FY2026-2030,0,Independent School,159,,$201.57 ,,"$32,049.63 ",Forecast,$0.00 ,$0.00 ,"$32,049.63 "
60485,DAVID'S STAR EVANG LUTH SCH,JACKSON,WI,School,,FY2026-2030,0,Independent School,158,,$201.57 ,,"$31,848.06 ",Forecast,$0.00 ,$0.00 ,"$31,848.06 "
62708,NORTH LAKELAND ELEM SCHOOL,MANITOWISH WTR,WI,School,CESA 9 (16062593),FY2026-2030,0,Independent School,158,,$201.57 ,,"$31,848.06 ",Forecast,$0.00 ,$0.00 ,"$31,848.06 "
60602,ST JOHN THE BAPTIST SCHOOL,PLYMOUTH,WI,School,Communications Audit Services (17021966),FY2026-2030,0,Independent School,156,,$201.57 ,,"$31,444.92 ",Forecast,$0.00 ,$0.00 ,"$31,444.92 "
60893,ST FRANCIS DE SALES SCHOOL,LAKE GENEVA,WI,School,Communications Audit Services (17021966),FY2026-2030,0,Independent School,155,,$201.57 ,,"$31,243.35 ",Preliminary,$0.00 ,"$1,965.00 ","$29,278.35 "
17029859,WAUPACA CHRISTIAN ACADEMY,WAUPACA,WI,School,,FY2026-2030,0,Independent School,154,,$201.57 ,,"$31,041.78 ",Forecast,$0.00 ,$0.00 ,"$31,041.78 "
62220,SACRED HEART SCHOOL,SHAWANO,WI,School,Diocesan Advocates (17000013),FY2026-2030,0,Independent School,152,,$201.57 ,,"$30,638.64 ",Forecast,$0.00 ,$0.00 ,"$30,638.64 "
17034171,LIVING HOPE LUTHERAN SCHOOL 1,MILWAUKEE,WI,School,Communications Audit Services (17021966),FY2026-2030,0,Independent School,151,,$201.57 ,,"$30,437.07 ",Preliminary,$0.00 ,"$6,000.00 ","$24,437.07 "
61066,SILOAH LUTHERAN SCHOOL,MILWAUKEE,WI,School,E-Rate Funding Solutions LLC (16070846),FY2026-2030,0,Independent School,141,,$201.57 ,,"$30,175.00 ",Forecast,$0.00 ,$0.00 ,"$30,175.00 "
17002826,MALAIKA EARLY LEARNING CENTER,MILWAUKEE,WI,School,"ERateProgram, LLC (16048902)",FY2026-2030,0,Independent School,108,,$201.57 ,,"$30,175.00 ",Preliminary,$0.00 ,"$13,580.10 ","$16,594.90 "
60775,ST PETER ELEMENTARY SCHOOL,EAST TROY,WI,School,Communications Audit Services (17021966),FY2026-2030,0,Independent School,32,,$201.57 ,,"$30,175.00 ",Forecast,$0.00 ,$0.00 ,"$30,175.00 "
132835,GENEVA JOINT 4 SCHOOL DISTRICT,LAKE GENEVA,WI,School District,,FY2026-2030,1,School District Wide (Aggregate Funding Floor),147,,$201.57 ,,"$30,175.00 ",Forecast,$0.00 ,$0.00 ,"$30,175.00 "
60980,TRINITY LUTHERAN SCHOOL,WAUKESHA,WI,School,Communications Audit Services (17021966),FY2026-2030,0,Independent School,138,,$201.57 ,,"$30,175.00 ",Forecast,$0.00 ,$0.00 ,"$30,175.00 "
62477,ST MARYS ELEMENTARY SCHOOL,COLBY,WI,School,Solix Inc. (17020245),FY2026-2030,0,Independent School,105,,$201.57 ,,"$30,175.00 ",Forecast,$0.00 ,$0.00 ,"$30,175.00 "
62538,ST FRANCIS SCHOOL,MERRILL,WI,School,Diocesan Advocates (17000013),FY2026-2030,0,Independent School,116,,$201.57 ,,"$30,175.00 ",Forecast,$0.00 ,$0.00 ,"$30,175.00 "
60419,CHILTON CATHOLIC SCHOOL,CHILTON,WI,School,Diocesan Advocates (17000013),FY2026-2030,0,Independent School,118,,$201.57 ,,"$30,175.00 ",Forecast,$0.00 ,$0.00 ,"$30,175.00 "
17023324,BANNER PREPARATORY SCHOOL OF MILWAUKEE,MILWAUKEE,WI,School,QuinteSystems_Inc. (16062882),FY2026-2030,0,Independent School,96,,$201.57 ,,"$30,175.00 ",Forecast,$0.00 ,$0.00 ,"$30,175.00 "
17024074,ASSATA GROUP,MILWAUKEE,WI,School,QuinteSystems_Inc. (16062882),FY2026-2030,0,Independent School,98,,$201.57 ,,"$30,175.00 ",Forecast,$0.00 ,$0.00 ,"$30,175.00 "
17019813,KINGDOM PREP LUTHERAN HIGH SCHOOL,WAUWATOSA,WI,School,,FY2026-2030,0,Independent School,105,,$201.57 ,,"$30,175.00 ",Forecast,$0.00 ,$0.00 ,"$30,175.00 "
60450,ST KILIAN ELEMENTARY SCHOOL,HARTFORD,WI,School,,FY2026-2030,0,Independent School,80,,$201.57 ,,"$30,175.00 ",Forecast,$0.00 ,$0.00 ,"$30,175.00 "
61053,SHALOM HIGH SCHOOL,MILWAUKEE,WI,School,,FY2026-2030,0,Independent School,120,,$201.57 ,,"$30,175.00 ",Forecast,$0.00 ,$0.00 ,"$30,175.00 "
17033001,ALL SAINTS CATHOLIC SCHOOL-DENMARK,DENMARK,WI,School,Diocesan Advocates (17000013),FY2026-2030,0,Independent School,18,,$201.57 ,,"$30,175.00 ",Forecast,$0.00 ,$0.00 ,"$30,175.00 "
16079218,MARTIN LUTHER SCHOOL,OSHKOSH,WI,School,,FY2026-2030,0,Independent School,93,,$201.57 ,,"$30,175.00 ",Forecast,$0.00 ,$0.00 ,"$30,175.00 "
60639,CHRIST CHILD ACADEMY,SHEBOYGAN,WI,School,Communications Audit Services (17021966),FY2026-2030,0,Independent School,122,,$201.57 ,,"$30,175.00 ",Preliminary,$0.00 ,"$12,000.00 ","$18,175.00 "
60531,ZION EVANG LUTHERAN SCHOOL,MENOMONEE FLS,WI,School,Communications Audit Services (17021966),FY2026-2030,0,Independent School,97,,$201.57 ,,"$30,175.00 ",Preliminary,$0.00 ,"$7,299.96 ","$22,875.04 "
17021348,SHINING STAR CHRISTIAN SCHOOLS CAPITOL,MILWAUKEE,WI,School,,FY2026-2030,0,Independent School,132,,$201.57 ,,"$30,175.00 ",Forecast,$0.00 ,$0.00 ,"$30,175.00 "
61971,CHRIST ALONE LUTHERAN SCHOOL,MONTELLO,WI,School,Communications Audit Services (17021966),FY2026-2030,0,Independent School,49,,$201.57 ,,"$30,175.00 ",Preliminary,$0.00 ,"$4,200.00 ","$25,975.00 "
61652,ST VICTOR ELEMENTARY SCHOOL,MONROE,WI,School,,FY2026-2030,0,Independent School,88,,$201.57 ,,"$30,175.00 ",Forecast,$0.00 ,$0.00 ,"$30,175.00 "
61852,ST ROSE ELEMENTARY SCHOOL,CUBA CITY,WI,School,AJD Consulting Services (16062967),FY2026-2030,0,Independent School,118,,$201.57 ,,"$30,175.00 ",Forecast,$0.00 ,$0.00 ,"$30,175.00 "
16037896,CORNELL HEAD START,CORNELL,WI,School,CESA #11 (17000269),FY2026-2030,0,Independent School,2,,$201.57 ,,"$30,175.00 ",Forecast,$0.00 ,$0.00 ,"$30,175.00 "
17024757,SHINING STAR CHRISTIAN SCHOOLS FAIRVIEW,MILWAUKEE,WI,School,,FY2026-2030,0,Independent School,102,,$201.57 ,,"$30,175.00 ",Forecast,$0.00 ,$0.00 ,"$30,175.00 "
16067419,ST. CLARE SCHOOL,WRIGHTSTOWN,WI,School,Diocesan Advocates (17000013),FY2026-2030,0,Independent School,118,,$201.57 ,,"$30,175.00 ",Forecast,$0.00 ,$0.00 ,"$30,175.00 "
17000497,ST PAUL'S LUTHERAN SCHOOL,IXONIA,WI,School,Communications Audit Services (17021966),FY2026-2030,0,Independent School,78,,$201.57 ,,"$30,175.00 ",Forecast,$0.00 ,$0.00 ,"$30,175.00 "
16068826,MILWAUKEE CENTER FOR INDEPENDENCE,MILWAUKEE,WI,School District,,FY2026-2030,1,School District Wide (Aggregate Funding Floor),98,,$201.57 ,,"$30,175.00 ",Forecast,$0.00 ,$0.00 ,"$30,175.00 "
60437,ST BONIFACE,GERMANTOWN,WI,School,Communications Audit Services (17021966); New Hope Technology (16054699),FY2026-2030,0,Independent School,91,,$201.57 ,,"$30,175.00 ",Preliminary,$0.00 ,"$6,000.00 ","$24,175.00 "
60900,ST JAMES ELEMENTARY SCHOOL,MUKWONAGO,WI,School,Communications Audit Services (17021966),FY2026-2030,0,Independent School,54,,$201.57 ,,"$30,175.00 ",Preliminary,$0.00 ,"$6,000.00 ","$24,175.00 "
60413,ST FRANCIS BORGIA SCHOOL,CEDARBURG,WI,School,Communications Audit Services (17021966),FY2026-2030,0,Independent School,100,,$201.57 ,,"$30,175.00 ",Preliminary,$0.00 ,"$12,000.00 ","$18,175.00 "
17034570,SHINING STAR CHRISTIAN SCHOOLS  ST. JAMES,MILWAUKEE,WI,School,,FY2026-2030,0,Independent School,113,,$201.57 ,,"$30,175.00 ",Forecast,$0.00 ,$0.00 ,"$30,175.00 "
62270,ST MARYS SCHOOL - LUX,LUXEMBURG,WI,School,Diocesan Advocates (17000013),FY2026-2030,0,Independent School,93,,$201.57 ,,"$30,175.00 ",Forecast,$0.00 ,$0.00 ,"$30,175.00 "
17022751,"COMMUNITY CHRISTIAN SCHOOL OF BARABOO, INC.",BARABOO,WI,School,,FY2026-2030,0,Independent School,118,,$201.57 ,,"$30,175.00 ",Forecast,$0.00 ,$0.00 ,"$30,175.00 "
61272,MILWAUKEE JEWISH DAY SCHOOL,MILWAUKEE,WI,School,E-Rate Funding Solutions LLC (16070846),FY2026-2030,0,Independent School,136,,$201.57 ,,"$30,175.00 ",Preliminary,$0.00 ,"$8,740.00 ","$21,435.00 "
17017099,HOLYLAND CATHOLIC,MALONE,WI,School,Communications Audit Services (17021966); New Hope Technology (16054699),FY2026-2030,0,Independent School,65,,$201.57 ,,"$30,175.00 ",Preliminary,$0.00 ,"$5,508.00 ","$24,667.00 "
60493,HOLY TRINITY SCHOOL,KEWASKUM,WI,School,Communications Audit Services (17021966); New Hope Technology (16054699),FY2026-2030,0,Independent School,130,,$201.57 ,,"$30,175.00 ",Preliminary,$0.00 ,"$10,800.00 ","$19,375.00 "
16082201,DIVINE DESTINY SCHOOL,MILWAUKEE,WI,School,E-Rate Advantage (16060670),FY2026-2030,0,Independent School,76,,$201.57 ,,"$30,175.00 ",Forecast,$0.00 ,$0.00 ,"$30,175.00 "
60583,ST JOAN OF ARC SCHOOL,NASHOTAH,WI,School,Communications Audit Services (17021966),FY2026-2030,0,Independent School,74,,$201.57 ,,"$30,175.00 ",Preliminary,$0.00 ,"$12,000.00 ","$18,175.00 "
62265,HOLY ROSARY ELEMENTARY SCHOOL,KEWAUNEE,WI,School,Diocesan Advocates (17000013),FY2026-2030,0,Independent School,54,,$201.57 ,,"$30,175.00 ",Forecast,$0.00 ,$0.00 ,"$30,175.00 "
17017638,DIVINE SAVIOR CATHOLIC SCHOOL,FREDONIA,WI,School,Communications Audit Services (17021966),FY2026-2030,0,Independent School,91,,$201.57 ,,"$30,175.00 ",Forecast,$0.00 ,$0.00 ,"$30,175.00 "
61864,ST CLEMENT ELEMENTARY SCHOOL,LANCASTER,WI,School,,FY2026-2030,0,Independent School,101,,$201.57 ,,"$30,175.00 ",Forecast,$0.00 ,$0.00 ,"$30,175.00 "
62062,ST. JOSEPH ELEMENTARY SCHOOL,PRESCOTT,WI,School,"Dakota Academic Consulting, Inc. (16062227)",FY2026-2030,0,Independent School,110,,$201.57 ,,"$30,175.00 ",Forecast,$0.00 ,$0.00 ,"$30,175.00 "
62184,MENOMINEE TRIBAL SCHOOL,NEOPIT,WI,School,"BIA Erate Team (17001438); Erate Pro, LLC (17037691)",FY2026-2030,0,Independent School,133,,$201.57 ,,"$30,175.00 ",Forecast,$0.00 ,$0.00 ,"$30,175.00 "
60396,ST AGNES SCHOOL,BUTLER,WI,School,Communications Audit Services (17021966),FY2026-2030,0,Independent School,149,,$201.57 ,,"$30,175.00 ",Forecast,$0.00 ,$0.00 ,"$30,175.00 "
63061,ST FRANCIS DE SALES SCHOOL,SPOONER,WI,School,Diocesan Advocates (17000013),FY2026-2030,0,Independent School,102,,$201.57 ,,"$30,175.00 ",Forecast,$0.00 ,$0.00 ,"$30,175.00 "
60554,ST LAWRENCE SEMINARY HIGH SCH,MOUNT CALVARY,WI,School,"ERateProgram, LLC (16048902)",FY2026-2030,0,Independent School,135,,$201.57 ,,"$30,175.00 ",Forecast,$0.00 ,$0.00 ,"$30,175.00 "
62238,ST JOHN EVANG LUTHERAN SCHOOL,WRIGHTSTOWN,WI,School,,FY2026-2030,0,Independent School,62,,$201.57 ,,"$30,175.00 ",Forecast,$0.00 ,$0.00 ,"$30,175.00 "
61103,MOUNT OLIVE LUTHERAN SCHOOL,MILWAUKEE,WI,School,"ERateProgram, LLC (16048902)",FY2026-2030,0,Independent School,149,,$201.57 ,,"$30,175.00 ",Forecast,$0.00 ,$0.00 ,"$30,175.00 "
62939,ST PAUL ELEMENTARY SCHOOL,BLOOMER,WI,School,CESA 10 (17026442),FY2026-2030,0,Independent School,75,,$201.57 ,,"$30,175.00 ",Forecast,$0.00 ,$0.00 ,"$30,175.00 "
60696,ST BERNARD ELEMENTARY SCHOOL,WATERTOWN,WI,School,Diocesan Advocates (17000013),FY2026-2030,0,Independent School,137,,$201.57 ,,"$30,175.00 ",Forecast,$0.00 ,$0.00 ,"$30,175.00 "
132840,LINN-BLOOMFIELD J4 SCHOOL DIST,LAKE GENEVA,WI,School District,,FY2026-2030,1,School District Wide (Aggregate Funding Floor),74,,$201.57 ,,"$30,175.00 ",Forecast,$0.00 ,$0.00 ,"$30,175.00 "
63263,ST JOHN LUTHERAN SCHOOL,BERLIN,WI,School,Communications Audit Services (17021966),FY2026-2030,0,Independent School,70,,$201.57 ,,"$30,175.00 ",Forecast,$0.00 ,$0.00 ,"$30,175.00 "
17024449,WISCONSIN LUTHERAN ELEMENTARY SCHOOL,RACINE,WI,School,Communications Audit Services (17021966),FY2026-2030,0,Independent School,47,,$201.57 ,,"$30,175.00 ",Forecast,$0.00 ,$0.00 ,"$30,175.00 "
60755,WISCONSIN SCHOOL FOR THE DEAF,DELAVAN,WI,School,CESA 9 (16062593),FY2026-2030,0,Independent School,77,,$201.57 ,,"$30,175.00 ",Forecast,$0.00 ,$0.00 ,"$30,175.00 "
61590,WISCONSIN CENTER FOR THE BLIND AND VISUALLY IMPAIRED,JANESVILLE,WI,School,CESA 9 (16062593),FY2026-2030,0,Independent School,27,,$201.57 ,,"$30,175.00 ",Forecast,$0.00 ,$0.00 ,"$30,175.00 "
